admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Thalung Lek,TH310113,Mueang Buri Ram,TH3101,Buri Ram,TH31,Thailand,TH,0.256973,0.002337
Tham,TH820401,Takua Thung,TH8204,Phangnga,TH82,Thailand,TH,0.323317,0.004318
Tham,TH330307,Kanthararom,TH3303,Si Sa Ket,TH33,Thailand,TH,0.339229,0.004154
Tham Chalong,TH530117,Mueang Uttaradit,TH5301,Uttaradit,TH53,Thailand,TH,0.376969,0.004881
Tham Charoen,TH380306,So Phisai,TH3803,Bueng Kan,TH38,Thailand,TH,0.501376,0.007024
Tham Khae,TH341118,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.478458,0.004291
Tham Kratai Thong,TH620609,Phran Kratai,TH6206,Kamphaeng Phet,TH62,Thailand,TH,0.73361,0.009588
Tham Lot,TH580703,Pang Mapha,TH5807,Mae Hong Son,TH58,Thailand,TH,0.768435,0.019891
Tham Nam Phut,TH820103,Mueang Phangnga,TH8201,Phangnga,TH82,Thailand,TH,0.420002,0.002524
Tham Phannara,TH801801,Tham Phannara,TH8018,Nakhon Si Thammarat,TH80,Thailand,TH,0.450712,0.004232
Tham Rong,TH760617,Ban Lat,TH7606,Phetchaburi,TH76,Thailand,TH,0.152155,0.000791
Tham Sing,TH860117,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.387122,0.002648
Tham Singkhon,TH840809,Khiri Rat Nikhom,TH8408,Surat Thani,TH84,Thailand,TH,0.582833,0.007979
Tham Thalu,TH950304,Bannang Sata,TH9503,Yala,TH95,Thailand,TH,0.384717,0.007111
Tham Thong Lang,TH820704,Thap Put,TH8207,Phangnga,TH82,Thailand,TH,0.281616,0.003097
Tham Wua Daeng,TH360503,Nong Bua Daeng,TH3605,Chaiyaphum,TH36,Thailand,TH,1.072044,0.016415
Tham Yai,TH800911,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.573512,0.010484
Thamenchai,TH311004,Lam Plai Mat,TH3110,Buri Ram,TH31,Thailand,TH,0.343389,0.004264
Thammamun,TH180107,Mueang Chai Nat,TH1801,Chai Nat,TH18,Thailand,TH,0.35696,0.003961
Thammarong,TH620118,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.258886,0.003825
Thammasala,TH730104,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.154067,0.000773
Thammasen,TH700717,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.437177,0.003775
Thamnop,TH600807,Tha Tako,TH6008,Nakhon Sawan,TH60,Thailand,TH,0.40029,0.005105
Thamnop,TH901503,Singhanakhon,TH9015,Songkhla,TH90,Thailand,TH,0.25689,0.001319
Thamo,TH320502,Prasat,TH3205,Surin,TH32,Thailand,TH,0.286625,0.003447
Than Kasem,TH190903,Phra Phutthabat,TH1909,Saraburi,TH19,Thailand,TH,0.288518,0.003239
Than Khiri,TH900609,Saba Yoi,TH9006,Songkhla,TH90,Thailand,TH,0.491747,0.005553
Than Lalot,TH301511,Phimai,TH3015,Nakhon Ratchasima,TH30,Thailand,TH,0.388126,0.003337
Than Nam Thip,TH950205,Betong,TH9502,Yala,TH95,Thailand,TH,0.305218,0.002611
Than Prasat,TH301006,Non Sung,TH3010,Nakhon Ratchasima,TH30,Thailand,TH,0.315107,0.003527
Than Tawan,TH570514,Phan,TH5705,Chiang Rai,TH57,Thailand,TH,0.467245,0.007425
Than Thahan,TH600403,Nong Bua,TH6004,Nakhon Sawan,TH60,Thailand,TH,0.549345,0.006732
Than Thong,TH570503,Phan,TH5705,Chiang Rai,TH57,Thailand,TH,0.4636,0.00394
Than To,TH950401,Than To,TH9504,Yala,TH95,Thailand,TH,0.444848,0.007095
Thang Chang,TH140510,Bang Ban,TH1405,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.096783,0.000469
Thang Khwang,TH401406,Waeng Noi,TH4014,Khon Kaen,TH40,Thailand,TH,0.30605,0.003219
Thang Klang,TH140705,Bang Pahan,TH1407,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.115326,0.000575
Thang Kwian,TH210301,Klaeng,TH2103,Rayong,TH21,Thailand,TH,0.600713,0.005581
Thang Phra,TH150412,Pho Thong,TH1504,Ang Thong,TH15,Thailand,TH,0.1374,0.000774
Thang Phun,TH802304,Chaloem Phra Kiat,TH8023,Nakhon Si Thammarat,TH80,Thailand,TH,0.390878,0.002795
Thani,TH640101,Mueang Sukhothai,TH6401,Sukhothai,TH64,Thailand,TH,0.108158,0.000372
Thanon,TH940502,Mayo,TH9405,Pattani,TH94,Thailand,TH,0.136873,0.000886
Thanon Hak,TH310413,Nang Rong,TH3104,Buri Ram,TH31,Thailand,TH,0.336412,0.004466
Thanon Khat,TH730109,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.194726,0.001631
Thanon Nakhon Chaisi,TH100206,Dusit,TH1002,Bangkok,TH10,Thailand,TH,0.093117,0.00047
Thanon Phaya Thai,TH103702,Ratchathewi,TH1037,Bangkok,TH10,Thailand,TH,0.043891,0.000103
Thanon Phet Buri,TH103703,Ratchathewi,TH1037,Bangkok,TH10,Thailand,TH,0.049591,0.000081
Thanon Pho,TH300909,Non Thai,TH3009,Nakhon Ratchasima,TH30,Thailand,TH,0.256147,0.002793
Thanon Yai,TH160125,Mueang Lop Buri,TH1601,Lop Buri,TH16,Thailand,TH,0.138113,0.000874
Thanong,TH660603,Pho Thale,TH6606,Phichit,TH66,Thailand,TH,0.498227,0.006625
Thanu,TH141410,Uthai,TH1414,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.123024,0.000494
Thanya,TH460305,Kamalasai,TH4603,Kalasin,TH46,Thailand,TH,0.384419,0.004377
Thap Chang,TH220703,Soi Dao,TH2207,Chanthaburi,TH22,Thailand,TH,1.005169,0.021122
Thap Chang,TH900408,Na Thawi,TH9004,Songkhla,TH90,Thailand,TH,0.498913,0.008563
Thap Khang,TH760204,Khao Yoi,TH7602,Phetchaburi,TH76,Thailand,TH,0.304778,0.002763
Thap Krit,TH600302,Chum Saeng,TH6003,Nakhon Sawan,TH60,Thailand,TH,0.467044,0.009499
Thap Krit Tai,TH600312,Chum Saeng,TH6003,Nakhon Sawan,TH60,Thailand,TH,0.221347,0.002462
Thap Kung,TH412104,Nong Saeng,TH4121,Udon Thani,TH41,Thailand,TH,0.694864,0.012597
Thap Kwang,TH190202,Kaeng Khoi,TH1902,Saraburi,TH19,Thailand,TH,0.598646,0.009107
Thap Luang,TH610602,Ban Rai,TH6106,Uthai Thani,TH61,Thailand,TH,0.764145,0.012623
Thap Luang,TH721006,Nong Ya Sai,TH7210,Suphan Buri,TH72,Thailand,TH,0.529447,0.006845
Thap Luang,TH730123,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.22063,0.001745
Thap Ma,TH210111,Mueang Rayong,TH2101,Rayong,TH21,Thailand,TH,0.303059,0.003012
Thap Man,TH660412,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.334006,0.003928
Thap Nam,TH140710,Bang Pahan,TH1407,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.136637,0.000731
Thap Phrik,TH270607,Aranyaprathet,TH2706,Sa Kaeo,TH27,Thailand,TH,0.416884,0.003588
Thap Phueng,TH640610,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.244318,0.001786
Thap Prik,TH810111,Mueang Krabi,TH8101,Krabi,TH81,Thailand,TH,0.577465,0.01324
Thap Put,TH820701,Thap Put,TH8207,Phangnga,TH82,Thailand,TH,0.307519,0.002984
Thap Rang,TH302804,Phra Thong Kham,TH3028,Nakhon Ratchasima,TH30,Thailand,TH,0.482649,0.010778
Thap Rat,TH270306,Ta Phraya,TH2703,Sa Kaeo,TH27,Thailand,TH,0.909256,0.033856
Thap Sadet,TH270302,Ta Phraya,TH2703,Sa Kaeo,TH27,Thailand,TH,0.549679,0.007903
Thap Sai,TH220401,Pong Nam Ron,TH2204,Chanthaburi,TH22,Thailand,TH,1.015629,0.024003
Thap Sakae,TH770301,Thap Sakae,TH7703,Prachuap Khiri Khan,TH77,Thailand,TH,0.270726,0.001746
Thap Sawai,TH301602,Huai Thalaeng,TH3016,Nakhon Ratchasima,TH30,Thailand,TH,0.303834,0.003051
Thap Tai,TH770705,Hua Hin,TH7707,Prachuap Khiri Khan,TH77,Thailand,TH,0.606986,0.016108
Thap Thai,TH270307,Ta Phraya,TH2703,Sa Kaeo,TH27,Thailand,TH,0.715894,0.012824
Thap Than,TH610201,Thap Than,TH6102,Uthai Thani,TH61,Thailand,TH,0.289961,0.002128
Thap Thiang,TH920101,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.240441,0.001243
Thap Ti Lek,TH720103,Mueang Suphan Buri,TH7201,Suphan Buri,TH72,Thailand,TH,0.195632,0.000871
Thap Ya,TH170603,In Buri,TH1706,Sing Buri,TH17,Thailand,TH,0.259962,0.001988
Thap Yai,TH320716,Rattanaburi,TH3207,Surin,TH32,Thailand,TH,0.355487,0.00462
Thap Yai Chiang,TH650611,Phrom Phiram,TH6506,Phitsanulok,TH65,Thailand,TH,0.440507,0.009243
Thap Yao,TH101105,Lat Krabang,TH1011,Bangkok,TH10,Thailand,TH,0.25574,0.002276
Thapthan,TH321012,Sangkha,TH3210,Surin,TH32,Thailand,TH,0.361505,0.004736
That,TH320702,Rattanaburi,TH3207,Surin,TH32,Thailand,TH,0.226052,0.002546
That,TH331602,Wang Hin,TH3316,Si Sa Ket,TH33,Thailand,TH,0.29914,0.003328
That,TH341502,Warin Chamrap,TH3415,Ubon Ratchathani,TH34,Thailand,TH,0.186001,0.00144
That,TH420302,Chiang Khan,TH4203,Loei,TH42,Thailand,TH,0.731262,0.013796
That,TH470806,Wanon Niwat,TH4708,Sakon Nakhon,TH47,Thailand,TH,0.802548,0.011886
That Choeng Chum,TH470101,Mueang Sakon Nakhon,TH4701,Sakon Nakhon,TH47,Thailand,TH,0.353614,0.004423
That Naweng,TH470116,Mueang Sakon Nakhon,TH4701,Sakon Nakhon,TH47,Thailand,TH,0.463203,0.00142
That Noi,TH340410,Khueang Nai,TH3404,Ubon Ratchathani,TH34,Thailand,TH,0.304679,0.002839
That Phanom,TH480501,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.22178,0.001463
That Phanom Nuea,TH480512,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.313793,0.002229
That Thong,TH201004,Bo Thong,TH2010,Chon Buri,TH20,Thailand,TH,0.546552,0.009519
That Thong,TH361010,Phu Khiao,TH3610,Chaiyaphum,TH36,Thailand,TH,0.696409,0.010848
That Thong,TH471220,Sawang Daen Din,TH4712,Sakon Nakhon,TH47,Thailand,TH,0.413707,0.004567
Thawat Buri,TH450504,Thawat Buri,TH4505,Roi Et,TH45,Thailand,TH,0.299778,0.00206
Thawi Watthana,TH104801,Thawi Watthana,TH1048,Bangkok,TH10,Thailand,TH,0.24068,0.001582
Thawi Watthana,TH120507,Sai Noi,TH1205,Nonthaburi,TH12,Thailand,TH,0.204106,0.002136
Thawon,TH312304,Chaloem Phra Kiat,TH3123,Buri Ram,TH31,Thailand,TH,0.356941,0.004098
Thawon Watthana,TH620803,Sai Thong Watthana,TH6208,Kamphaeng Phet,TH62,Thailand,TH,0.39669,0.005871
Then Mi,TH320116,Mueang Surin,TH3201,Surin,TH32,Thailand,TH,0.471762,0.005936
Thep Khiri,TH390605,Na Wang,TH3906,Nong Bua Lam Phu,TH39,Thailand,TH,0.379154,0.002624
Thep Krasattri,TH830301,Thalang,TH8303,Phuket,TH83,Thailand,TH,0.406062,0.005731
Thep Mongkhon,TH141305,Bang Sai,TH1413,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.254315,0.002347
Thep Nakhon,TH620113,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.588741,0.01484
Thep Nimit,TH220409,Pong Nam Ron,TH2204,Chanthaburi,TH22,Thailand,TH,0.569644,0.006299
Thep Nimit,TH230307,Khao Saming,TH2303,Trat,TH23,Thailand,TH,0.448855,0.004738
Thep Nimit,TH621004,Bueng Samakkhi,TH6210,Kamphaeng Phet,TH62,Thailand,TH,0.415488,0.005602
Thep Raksa,TH321017,Sangkha,TH3210,Surin,TH32,Thailand,TH,0.531579,0.008994
Thep Sadet,TH500514,Doi Saket,TH5005,Chiang Mai,TH50,Thailand,TH,0.54264,0.011223
Thepha,TH900501,Thepha,TH9005,Songkhla,TH90,Thailand,TH,0.426586,0.004303
Thephalai,TH300403,Khong,TH3004,Nakhon Ratchasima,TH30,Thailand,TH,0.5575,0.005295
Thepharak,TH110115,Mueang Samut Prakan,TH1101,Samut Prakan,TH11,Thailand,TH,0.196417,0.000731
Theppharat,TH240507,Ban Pho,TH2405,Chachoengsao,TH24,Thailand,TH,0.20298,0.001483
Theppharat,TH801407,Sichon,TH8014,Nakhon Si Thammarat,TH80,Thailand,TH,0.634559,0.006892
Thewarat,TH150204,Chaiyo,TH1502,Ang Thong,TH15,Thailand,TH,0.143665,0.000741
Thi Wang,TH800909,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.586428,0.006446
Thiang Thae,TH180502,Sankhaburi,TH1805,Chai Nat,TH18,Thailand,TH,0.298779,0.003175
Tho Thae,TH650703,Wat Bot,TH6507,Phitsanulok,TH65,Thailand,TH,0.242311,0.003057
Thoen Buri,TH520808,Thoen,TH5208,Lampang,TH52,Thailand,TH,0.494998,0.007155
Thoet Thai,TH452002,Thung Khao Luang,TH4520,Roi Et,TH45,Thailand,TH,0.306772,0.00165
Thoet Thai,TH571501,Mae Fa Luang,TH5715,Chiang Rai,TH57,Thailand,TH,1.011438,0.016129
Thom Na Ngam,TH410504,Non Sa-At,TH4105,Udon Thani,TH41,Thailand,TH,0.467327,0.010212
Thon Hong,TH800204,Phrom Khiri,TH8002,Nakhon Si Thammarat,TH80,Thailand,TH,0.503639,0.009464
Thon Na Lap,TH411109,Ban Dung,TH4111,Udon Thani,TH41,Thailand,TH,0.415858,0.00588
Thon Samo,TH170501,Tha Chang,TH1705,Sing Buri,TH17,Thailand,TH,0.166449,0.00105
Thong Chai,TH760105,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.251722,0.001799
Thong Chai,TH770404,Bang Saphan,TH7704,Prachuap Khiri Khan,TH77,Thailand,TH,0.449482,0.006608
Thong Chai Nuea,TH301417,Pak Thong Chai,TH3014,Nakhon Ratchasima,TH30,Thailand,TH,0.419604,0.008139
Thong En,TH170608,In Buri,TH1706,Sing Buri,TH17,Thailand,TH,0.289686,0.00382
Thong Fa,TH630207,Ban Tak,TH6302,Tak,TH63,Thailand,TH,0.722045,0.018172
Thong Lamchiak,TH800607,Chian Yai,TH8006,Nakhon Si Thammarat,TH80,Thailand,TH,0.279758,0.002766
Thong Lang,TH260305,Ban Na,TH2603,Nakhon Nayok,TH26,Thailand,TH,0.279082,0.00269
Thong Lang,TH300603,Chakkarat,TH3006,Nakhon Ratchasima,TH30,Thailand,TH,0.322534,0.003255
Thong Lang,TH311902,Ban Mai Chaiyaphot,TH3119,Buri Ram,TH31,Thailand,TH,0.285376,0.003055
Thong Lang,TH610802,Huai Khot,TH6108,Uthai Thani,TH61,Thailand,TH,0.937761,0.017405
Thong Mongkhon,TH770406,Bang Saphan,TH7704,Prachuap Khiri Khan,TH77,Thailand,TH,0.635318,0.011543
Thong Nian,TH801503,Khanom,TH8015,Nakhon Si Thammarat,TH80,Thailand,TH,0.555893,0.004927
Thong Thani,TH450502,Thawat Buri,TH4505,Roi Et,TH45,Thailand,TH,0.19111,0.001692
Thuem Tong,TH550105,Mueang Nan,TH5501,Nan,TH55,Thailand,TH,0.178391,0.001141
Thum,TH330118,Mueang Si Sa Ket,TH3301,Si Sa Ket,TH33,Thailand,TH,0.248091,0.003623
Thung,TH840605,Chaiya,TH8406,Surat Thani,TH84,Thailand,TH,0.372495,0.003669
Thung Arun,TH300704,Chok Chai,TH3007,Nakhon Ratchasima,TH30,Thailand,TH,0.434855,0.006165
Thung Bencha,TH220309,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.660588,0.009117
Thung Bu Lang,TH910604,Thung Wa,TH9106,Satun,TH91,Thailand,TH,0.20694,0.001677
Thung Bua,TH730207,Kamphaeng Saen,TH7302,Nakhon Pathom,TH73,Thailand,TH,0.273695,0.002009
Thung Chai,TH331004,Uthumphon Phisai,TH3310,Si Sa Ket,TH33,Thailand,TH,0.230558,0.002015
Thung Chang,TH550804,Thung Chang,TH5508,Nan,TH55,Thailand,TH,1.018204,0.016659
Thung Changhan,TH311702,Non Suwan,TH3117,Buri Ram,TH31,Thailand,TH,0.407748,0.004051
Thung Chomphu,TH401614,Phu Wiang,TH4016,Khon Kaen,TH40,Thailand,TH,0.350612,0.003953
Thung Fai,TH520112,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.291943,0.001847
Thung Fon,TH410701,Thung Fon,TH4107,Udon Thani,TH41,Thailand,TH,0.627992,0.007377
Thung Hong,TH540105,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.187494,0.001158
Thung Hua,TH520701,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.542718,0.011173
Thung Hua Chang,TH510501,Thung Hua Chang,TH5105,Lamphun,TH51,Thailand,TH,0.575378,0.011125
Thung Kae,TH471603,Charoen Sin,TH4716,Sakon Nakhon,TH47,Thailand,TH,0.445216,0.006805
Thung Kha,TH860114,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.447506,0.005885
Thung Kha Ngok,TH820107,Mueang Phangnga,TH8201,Phangnga,TH82,Thailand,TH,0.639317,0.010873
Thung Kha Wat,TH860504,Lamae,TH8605,Chumphon,TH86,Thailand,TH,0.320129,0.002687
Thung Khaeo,TH540806,Nong Muang Khai,TH5408,Phrae,TH54,Thailand,TH,0.358205,0.004319
Thung Khai,TH920307,Yan Ta Khao,TH9203,Trang,TH92,Thailand,TH,0.37517,0.004208
Thung Khamin,TH901203,Na Mom,TH9012,Songkhla,TH90,Thailand,TH,0.278612,0.003164
Thung Khanan,TH220702,Soi Dao,TH2207,Chanthaburi,TH22,Thailand,TH,0.609382,0.011315
Thung Khao Luang,TH452001,Thung Khao Luang,TH4520,Roi Et,TH45,Thailand,TH,0.23917,0.002323
Thung Khao Phuang,TH500407,Chiang Dao,TH5004,Chiang Mai,TH50,Thailand,TH,0.896254,0.019786
Thung Khla,TH940711,Sai Buri,TH9407,Pattani,TH94,Thailand,TH,0.15734,0.001405
Thung Khli,TH720206,Doem Bang Nang Buat,TH7202,Suphan Buri,TH72,Thailand,TH,0.28607,0.0033
Thung Khlong,TH461001,Kham Muang,TH4610,Kalasin,TH46,Thailand,TH,0.439674,0.004673
Thung Khok,TH720712,Song Phi Nong,TH7207,Suphan Buri,TH72,Thailand,TH,0.522871,0.005794
Thung Khru,TH104902,Thung Khru,TH1049,Bangkok,TH10,Thailand,TH,0.207534,0.001798
Thung Khwai Kin,TH210309,Klaeng,TH2103,Rayong,TH21,Thailand,TH,0.601318,0.006626
Thung Khwang,TH200615,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.240551,0.001776
Thung Khwang,TH730205,Kamphaeng Saen,TH7302,Nakhon Pathom,TH73,Thailand,TH,0.27866,0.00198
Thung Khwao,TH521303,Mueang Pan,TH5213,Lampang,TH52,Thailand,TH,0.69478,0.014327
Thung Kluai,TH560803,Phu Sang,TH5608,Phayao,TH56,Thailand,TH,0.519332,0.007811
Thung Ko,TH571701,Wiang Chiang Rung,TH5717,Chiang Rai,TH57,Thailand,TH,0.529752,0.00928
Thung Kong,TH840204,Kanchanadit,TH8402,Surat Thani,TH84,Thailand,TH,0.386122,0.002819
Thung Krabam,TH711006,Lao Khwan,TH7110,Kanchanaburi,TH71,Thailand,TH,0.754316,0.013894
Thung Krabue,TH920306,Yan Ta Khao,TH9203,Trang,TH92,Thailand,TH,0.384853,0.005618
Thung Kracho,TH630206,Ban Tak,TH6302,Tak,TH63,Thailand,TH,0.643078,0.013751
Thung Kraphang Hom,TH730201,Kamphaeng Saen,TH7302,Nakhon Pathom,TH73,Thailand,TH,0.22097,0.000913
Thung Kratat Phatthana,TH310506,Nong Ki,TH3105,Buri Ram,TH31,Thailand,TH,0.304763,0.003071
Thung Kraten,TH310507,Nong Ki,TH3105,Buri Ram,TH31,Thailand,TH,0.344916,0.002472
Thung Kula,TH320310,Tha Tum,TH3203,Surin,TH32,Thailand,TH,0.659741,0.009005
Thung Kula,TH451113,Suwannaphum,TH4511,Roi Et,TH45,Thailand,TH,0.403974,0.004969
Thung Kwao,TH540115,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.136187,0.000556
Thung Laeng,TH540307,Long,TH5403,Phrae,TH54,Thailand,TH,0.745918,0.011484
Thung Lan,TH901602,Khlong Hoi Khong,TH9016,Songkhla,TH90,Thailand,TH,0.392096,0.003116
Thung Luang,TH430506,Phon Phisai,TH4305,Nong Khai,TH43,Thailand,TH,0.531001,0.00485
Thung Luang,TH451108,Suwannaphum,TH4511,Roi Et,TH45,Thailand,TH,0.471409,0.008827
Thung Luang,TH501102,Phrao,TH5011,Chiang Mai,TH50,Thailand,TH,0.086905,0.000389
Thung Luang,TH640302,Khiri Mat,TH6403,Sukhothai,TH64,Thailand,TH,0.238708,0.002684
Thung Luang,TH700801,Pak Tho,TH7008,Ratchaburi,TH70,Thailand,TH,0.667867,0.01152
Thung Luang,TH841504,Wiang Sa,TH8415,Surat Thani,TH84,Thailand,TH,0.501364,0.006953
Thung Luang,TH860502,Lamae,TH8605,Chumphon,TH86,Thailand,TH,0.672035,0.006908
Thung Lui Lai,TH361305,Khon San,TH3613,Chaiyaphum,TH36,Thailand,TH,1.603892,0.065139
Thung Luk Nok,TH730203,Kamphaeng Saen,TH7302,Nakhon Pathom,TH73,Thailand,TH,0.553686,0.006107
Thung Mahacharoen,TH270406,Wang Nam Yen,TH2704,Sa Kaeo,TH27,Thailand,TH,0.595664,0.013122
Thung Mahamek,TH102803,Sathon,TH1028,Bangkok,TH10,Thailand,TH,0.077071,0.000249
Thung Maphrao,TH820804,Thai Mueang,TH8208,Phangnga,TH82,Thailand,TH,0.573364,0.009401
Thung Mo,TH901005,Sadao,TH9010,Songkhla,TH90,Thailand,TH,0.616438,0.008736
Thung Mon,TH320505,Prasat,TH3205,Surin,TH32,Thailand,TH,0.466765,0.003843
Thung Mon,TH350405,Kham Khuean Kaeo,TH3504,Yasothon,TH35,Thailand,TH,0.363206,0.003869
Thung Na Lao,TH361307,Khon San,TH3613,Chaiyaphum,TH36,Thailand,TH,0.382743,0.004739
Thung Na Ngam,TH610706,Lan Sak,TH6107,Uthai Thani,TH61,Thailand,TH,0.423016,0.007435
Thung Na Thai,TH610202,Thap Than,TH6102,Uthai Thani,TH61,Thailand,TH,0.222995,0.000965
Thung Nang Ok,TH350116,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.216904,0.002189
Thung Nao,TH540608,Song,TH5406,Phrae,TH54,Thailand,TH,0.286862,0.001937
Thung Nari,TH930804,Pa Bon,TH9308,Phatthalung,TH93,Thailand,TH,0.787423,0.007497
Thung Ngam,TH520401,Soem Ngam,TH5204,Lampang,TH52,Thailand,TH,0.574439,0.007524
Thung Noi,TH660605,Pho Thale,TH6606,Phichit,TH66,Thailand,TH,0.277843,0.002689
Thung Noi,TH730115,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.166063,0.000627
Thung Nonsi,TH230308,Khao Saming,TH2303,Trat,TH23,Thailand,TH,0.453542,0.005208
Thung Nui,TH910301,Khuan Kalong,TH9103,Satun,TH91,Thailand,TH,0.595678,0.01437
Thung Pha Suk,TH560314,Chiang Kham,TH5603,Phayao,TH56,Thailand,TH,0.336019,0.00208
Thung Phaya Thai,TH103701,Ratchathewi,TH1037,Bangkok,TH10,Thailand,TH,0.058861,0.000208
Thung Phla,TH940208,Khok Pho,TH9402,Pattani,TH94,Thailand,TH,0.23732,0.002562
Thung Pho,TH610407,Nong Chang,TH6104,Uthai Thani,TH61,Thailand,TH,0.508942,0.007779
Thung Pho,TH250304,Na Di,TH2503,Prachin Buri,TH25,Thailand,TH,0.856175,0.009557
Thung Pho,TH660406,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.295721,0.002136
Thung Pho,TH801904,Chulabhorn,TH8019,Nakhon Si Thammarat,TH80,Thailand,TH,0.451493,0.00576
Thung Pho,TH900602,Saba Yoi,TH9006,Songkhla,TH90,Thailand,TH,0.536887,0.009993
Thung Phong,TH610408,Nong Chang,TH6104,Uthai Thani,TH61,Thailand,TH,0.189224,0.001345
Thung Phra,TH361302,Khon San,TH3613,Chaiyaphum,TH36,Thailand,TH,1.233297,0.019011
Thung Phraya,TH240803,Sanam Chai Khet,TH2408,Chachoengsao,TH24,Thailand,TH,1.163817,0.023348
Thung Phueng,TH520606,Chae Hom,TH5206,Lampang,TH52,Thailand,TH,0.679194,0.016749
Thung Phueng,TH610505,Nong Khayang,TH6105,Uthai Thani,TH61,Thailand,TH,0.209676,0.001302
Thung Pi,TH502202,Mae Wang,TH5022,Chiang Mai,TH50,Thailand,TH,0.38721,0.004374
Thung Pong,TH400806,Ubolratana,TH4008,Khon Kaen,TH40,Thailand,TH,0.306119,0.002558
Thung Prang,TH801402,Sichon,TH8014,Nakhon Si Thammarat,TH80,Thailand,TH,0.418074,0.00475
Thung Rang,TH840212,Kanchanadit,TH8402,Surat Thani,TH84,Thailand,TH,0.484705,0.003421
Thung Raya,TH860703,Sawi,TH8607,Chumphon,TH86,Thailand,TH,0.810657,0.012753
Thung Ruang Thong,TH502203,Mae Wang,TH5022,Chiang Mai,TH50,Thailand,TH,0.160056,0.000471
Thung Ruang Thong,TH560205,Chun,TH5602,Phayao,TH56,Thailand,TH,0.452509,0.006317
Thung Saeng Thong,TH310426,Nang Rong,TH3104,Buri Ram,TH31,Thailand,TH,0.18042,0.00147
Thung Sai,TH801409,Sichon,TH8014,Nakhon Si Thammarat,TH80,Thailand,TH,0.495773,0.006236
Thung Sai,TH620801,Sai Thong Watthana,TH6208,Kamphaeng Phet,TH62,Thailand,TH,0.429593,0.007531
Thung Sai Thong,TH810703,Lam Thap,TH8107,Krabi,TH81,Thailand,TH,0.654662,0.005849
Thung Saliam,TH640903,Thung Saliam,TH6409,Sukhothai,TH64,Thailand,TH,0.374373,0.004669
Thung Samo,TH671101,Khao Kho,TH6711,Phetchabun,TH67,Thailand,TH,0.672586,0.010262
Thung Samo,TH710903,Phanom Thuan,TH7109,Kanchanaburi,TH71,Thailand,TH,0.207355,0.001337
Thung Sang,TH801102,Thung Yai,TH8011,Nakhon Si Thammarat,TH80,Thailand,TH,0.364255,0.004359
Thung Satok,TH501208,San Pa Tong,TH5012,Chiang Mai,TH50,Thailand,TH,0.204058,0.0013
Thung Sawang,TH301315,Prathai,TH3013,Nakhon Ratchasima,TH30,Thailand,TH,0.336567,0.002533
Thung Sawang,TH331606,Wang Hin,TH3316,Si Sa Ket,TH33,Thailand,TH,0.368961,0.003723
Thung Si,TH540207,Rong Kwang,TH5402,Phrae,TH54,Thailand,TH,0.353554,0.002779
Thung Si Mueang,TH451114,Suwannaphum,TH4511,Roi Et,TH45,Thailand,TH,0.256626,0.00234
Thung Si Thong,TH550717,Wiang Sa,TH5507,Nan,TH55,Thailand,TH,0.552142,0.008008
